place,Lat,Long,December,September,OverallAverage,October,November,January,February,March,April
15288,28.69149579,77.28102256,159.3333333,73.86666667,103.0321429,114,197,116.5,90.85714286,49.1,23.6
15289,28.68749579,77.28102256,157.2777778,,83,83,,,,,
15293,28.67149579,77.28102256,155.2222222,58.23333333,94.90420419,103.5405405,183.5,120,41.33333333,,2.5
15294,28.66749579,77.28102256,186.1111111,61.125,63.80762411,76,,,54.29787234,,
15302,28.63549579,77.28102256,217,46,93.32108918,86.55555556,185,108.75,42.2,10.8,50.26315789
15303,28.63149579,77.28102256,140.8461538,53.92857143,67.22548857,64.27027027,95.23076923,98.8125,23.92307692,11.86503067,48.92753623
15304,28.62749579,77.28102256,170,27,93.95160455,129,222,112.7142857,30,11.33333333,49.56521739
15305,28.62349579,77.28102256,153.25,,50.20761905,67,,98.8,27.16666667,13.5,44.57142857
15308,28.61149579,77.28102256,136.5,27.33333333,73.16649563,108.9,134.5,104.2142857,21.75862069,10.63636364,41.4893617
15309,28.60749579,77.28102256,157.2222222,,221,,,,,,221
15320,28.56349579,77.28102256,177.9444445,,222,222,,,,,
15321,28.55949579,77.28102256,198.6666667,67,128.5800215,149.7959184,171.0175439,156,,29,
15325,28.54349579,77.28102256,180.9056604,39.39130435,103.5644636,136.0322581,225.4444444,148.2407407,32.15625,12.2173913,54.12765957
15326,28.53949579,77.28102256,193.8358209,48.29142857,99.85881711,126.2641509,226.1428571,108.5394737,31.16326531,10.72049689,53.91304348
15327,28.53549579,77.28102256,186.5542741,,41,,,,,25,57
15332,28.51549579,77.28102256,179.2727273,72.5,108.0429293,112.7777778,107.25,221,,34,29.5
15333,28.51149579,77.28102256,192.3125,65,114.8732143,114.35,127.6,228.6,,60.5,15.75
15334,28.50749579,77.28102256,199,87.33333333,122.5312925,165.2857143,121,226.6,,39.5,19
15335,28.50349579,77.28102256,227.9090909,75.5,127.7606679,121.2727273,138,245.1428571,,60.5,26
15406,28.70149579,77.28448666,180.5,64.83333333,91.2657674,100,115.4285714,114.5,62.81818182,55.42105263,36.625
15407,28.69749579,77.28448666,192.3084416,47,75.93333333,,174,,57,58.66666667,43
15413,28.67349579,77.28448666,204.1168831,73.44444444,111.5127243,112.9508197,183.0769231,155,50,,2
15415,28.66549579,77.28448666,175,56.13333333,93.0982684,109.4545455,157.25,107.25,41.6,,5
15416,28.66149579,77.28448666,148.5821596,40,40,,,,,,
15422,28.63749579,77.28448666,122.1643192,42.75,40.14485843,52.6,48.66666667,58.25,31.32,11.06148867,36.36585366
15423,28.63349579,77.28448666,95.74647887,44.73858921,63.32807791,90.52941176,89,99.47058824,27.5483871,12.96153846,46.62962963
15426,28.62149579,77.28448666,256.4631579,28,103.2619995,126.9333333,224.0909091,102.9090909,26.11111111,11.44736842,50.14102564
15427,28.61749579,77.28448666,118.3333333,,61.49563492,98.85714286,,88.16666667,21.25,10.06666667,32.3
15428,28.61349579,77.28448666,135,29.3,71.41276746,124.6666667,110.4285714,107.5,21.74418605,11.06896552,31.59375
15441,28.56149579,77.28448666,153,53.73333333,135.3976412,171.752809,169.5663717,237.3333333,,27,
15447,28.53749579,77.28448666,169.4444444,57.22222222,83.16528375,108.1842105,119.5,120.3571429,33.06382979,12.26470588,45.28571429
15448,28.53349579,77.28448666,175.5,38.0625,85.61512892,101.2857143,158.8,115.6545455,27.13636364,12.26315789,56.21875
15452,28.51749579,77.28448666,210.0833334,,152.7368421,152.7368421,,,,,
15456,28.50149579,77.28448666,244.6666667,65.7,127.1467033,88.57692308,145,253.75,,61,31.33333333
15525,28.70349579,77.28795076,170.3333333,65,84.10555555,,,125,57.6,41.2,45.5
15526,28.69949579,77.28795076,153.6666667,88,75.46666667,,,116,69.33333333,58.25,45.75
15532,28.67549579,77.28795076,137,53.69955157,81.06062689,107.4529915,145.3137255,70.76923077,51.38888889,,1.8
15535,28.66349579,77.28795076,160.6666667,55.25,91.31935818,111.6521739,147.3333333,104,57.33333333,,3
15536,28.65949579,77.28795076,373.3529412,61.43478261,149.4350448,127.1875,171.2,,14,,
15541,28.63949579,77.28795076,171,49,78.36979167,97.16666667,82,120.25,30.66666667,9,67.875
15542,28.63549579,77.28795076,155.3030303,52.10714286,83.37870153,129.1428571,124.125,114.7142857,27.34693878,14.76923077,49.52112676
15546,28.61949579,77.28795076,148.2307692,43.3,82.0567969,118.4814815,165.9230769,102.4,23.45205479,11.54794521,43.11904762
15547,28.61549579,77.28795076,117.2,34.5,70.48243034,107.8333333,111,99.625,24.76470588,37.04166667,31.89473684
15560,28.56349579,77.28795076,192.1538462,34.42635659,143.5840417,179.3768116,174.3950617,252.6521739,,28.5,
15568,28.53149579,77.28795076,129,39.02912621,74.06992009,106.6410256,134.2,102.7647059,29.56410256,10.5862069,40.77419355
15569,28.52749579,77.28795076,200.5263158,38.65384615,99.09937534,113.975,207.6428571,139.2666667,30.08,11.81081081,50.83950617
15571,28.51949579,77.28795076,192.2631579,,163.25,163.25,,,,,
15575,28.50349579,77.28795076,184,79.5,131.6631579,97.57894737,155.5,250,,,23.4
15646,28.70149579,77.29141486,176.25,54.5,113.3376901,,295.5454545,122.6666667,57.33333333,54.84615385,32.22222222
15657,28.65749579,77.29141486,147,64.5,88.84353741,120.8333333,171.5714286,84,33,,1
15658,28.65349579,77.29141486,133.75,57.65714286,91.23507222,165.5955056,177.1428571,76,26.75,,1.75
15659,28.64949579,77.29141486,146.0714286,30,30,,,,,,
15661,28.64149579,77.29141486,158.3928571,40.5,43.5,94.6,,,23,13.5,45.9
15662,28.63749579,77.29141486,170.7142857,67.30769231,91.9831044,120.5555556,142.7777778,141,35.14285714,13.46666667,44.9
15667,28.61749579,77.29141486,115.6,29.5,70.38051262,110.5,144,81.4,26.15,11.41791045,44.47619048
15680,28.56549579,77.29141486,201.6666667,66.07843137,143.5497149,186.2340426,164.3191489,207,,36,
15681,28.56149579,77.29141486,215.3636364,63.09090909,159.0061796,184.5512821,178.03125,275,,38,
15687,28.53749579,77.29141486,186.0151516,42,42,,,,,,
15690,28.52549579,77.29141486,156.6666667,39.02222222,89.933296,107.8157895,165.3,158.6086957,32.86046512,11.27586207,47.91666667
15692,28.51749579,77.29141486,163.9122807,47,47,,,,,,
15696,28.50149579,77.29141486,171.1578947,58.44444444,116.1393066,113.7894737,151.75,244.5,,43.5,29.83333333
15778,28.65149579,77.29487896,124.3333333,60,85.19365079,104.2222222,187.8,84,33,,3
15779,28.64749579,77.29487896,116,61.8125,57.51311762,69.15384615,,65,28.11235955,,5
15780,28.64349579,77.29487896,182.1578947,45.40909091,94.5859997,151.96,144.6666667,132.2666667,36.82142857,13,50.40625
15781,28.63949579,77.29487896,138.125,56.21428571,79.02744981,132.2444444,107.5555556,108.8076923,28.93478261,13,47.33783784
15782,28.63549579,77.29487896,122.7291667,,18,,,,,,18
15786,28.61949579,77.29487896,107.3333333,30.0952381,59.14034369,92.25,,80.27272727,48.14035088,12.71428571,43.17647059
15800,28.56349579,77.29487896,227,76,201.5745,172.3125,199.56,333,,,
15801,28.55949579,77.29487896,193.3333333,85.2,148.4310447,176.6944444,206.3584906,194,,35,
15810,28.52349579,77.29487896,177.0909091,39.5,100.4944179,131.9583333,219.3,145.4137931,30,12.69230769,48
